類別,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,D101000899,新民里,新北市板橋區縣民大道2段1號,1,2986.0,板橋派出所,,121.4616079,25.01237045
大樓,D101000913,新興里,新北市板橋區新興路22號,1,1099.0,板橋派出所,,121.4560094,25.00754858
大樓,D101000917,社後里,新北市板橋區中正路106號,1,558.0,板橋派出所,,121.4569009,25.01585807
大樓,D101000919,挹秀里,新北市板橋區縣民大道1段295號,1,2750.0,板橋派出所,,121.4608758,25.01096272
公寓,D102000001,福星里,新北市板橋區忠孝路91-93號,1,44.0,後埔派出所,,121.46227,25.002313
公寓,D102000002,鄉雲里,新北市板橋區大華街182巷1號,1,237.0,後埔派出所,,121.45915,25.003473
公寓,D102000003,鄉雲里,新北市板橋區大華街182巷8號,1,125.0,後埔派出所,,121.458998,25.003254
大樓,D102000004,鄉雲里,新北市板橋區中山路一段7號,1,66.0,後埔派出所,,121.459975,25.008123
大樓,D102000005,景星里,新北市板橋區四川路一段9-15號,1,106.0,後埔派出所,,121.4595642,25.00721646
大樓,D102000006,福星里,新北市板橋區成都街18號,1,674.0,後埔派出所,,121.46063,25.00476
公寓,D102000007,福祿里,新北市板橋區國泰街75巷60-64號,1,102.0,後埔派出所,,121.46807,25.005042
公寓,D102000008,福星里,新北市板橋區校前街32-34號,1,40.0,後埔派出所,,121.46078,25.003109
公寓,D102000009,福星里,新北市板橋區校前街28號,1,37.0,後埔派出所,,121.460682,25.003094
公寓,D102000010,鄉雲里,新北市板橋區四川路一段286巷9-15號,1,104.0,後埔派出所,,121.45825,25.000956
公寓,D102000011,廣德里,新北市板橋區重慶路245巷50弄61號,1,250.0,後埔派出所,,121.46516,24.999087
公寓,D102000012,福星里,新北市板橋區重慶路155巷1號,1,161.0,後埔派出所,,121.462543,25.004022
公寓,D102000013,景星里,新北市板橋區館前東路46巷1-3號,1,57.0,後埔派出所,,121.46088,25.007069
公寓,D102000014,廣德里,新北市板橋區重慶路245巷50弄30號,1,60.0,後埔派出所,,121.465226,25.000531
公寓,D102000015,廣德里,新北市板橋區重慶路245巷50弄57號,1,30.0,後埔派出所,,121.465168,24.999243
公寓,D102000016,廣德里,新北市板橋區重慶路245巷50弄49號,1,32.0,後埔派出所,,121.465251,24.999401
公寓,D102000017,鄉雲里,新北市板橋區大華街71號,1,32.0,後埔派出所,,121.459468,25.003453
公寓,D102000018,福星里,新北市板橋區校前街10-12號,1,53.0,後埔派出所,,121.4603,25.003032
公寓,D102000019,後埔里,新北市板橋區重慶路89巷9弄5-15號,1,360.0,後埔派出所,,121.46253,25.00662
公寓,D102000020,後埔里,新北市板橋區重慶路89巷9弄7-9號,1,42.0,後埔派出所,,121.462508,25.006689
公寓,D102000021,後埔里,新北市板橋區重慶路91巷1-7號,1,136.0,後埔派出所,,121.46228,25.006187
公寓,D102000022,後埔里,新北市板橋區重慶路93巷14號,1,244.0,後埔派出所,,121.462706,25.005749
公寓,D102000023,福星里,新北市板橋區忠孝路24巷15號,1,110.0,後埔派出所,,121.460189,25.001347
公寓,D102000024,福星里,新北市板橋區忠孝路24巷14-16號,1,110.0,後埔派出所,,121.4600611,25.00150678
公寓,D102000025,華興里,新北市板橋區稚暉街68號,1,638.0,後埔派出所,,121.457256,25.003983
公寓,D102000026,景星里,新北市板橋區四川路一段87巷2弄10號,1,90.0,後埔派出所,,121.461282,25.005932
公寓,D102000027,國泰里,新北市板橋區國泰街75巷28弄19號,1,80.0,後埔派出所,,121.467798,25.004886
公寓,D102000028,國泰里,新北市板橋區國泰街107號,1,76.0,後埔派出所,,121.466611,25.006362
公寓,D102000029,福星里,新北市板橋區四川路一段231號,1,21.0,後埔派出所,,121.460057,25.002966
公寓,D102000030,景星里,新北市板橋區重慶路32號,1,208.0,後埔派出所,,121.46122,25.007643
公寓,D102000031,福星里,新北市板橋區校前街24-26號,1,38.0,後埔派出所,,121.46059,25.00308
公寓,D102000032,鄉雲里,新北市板橋區四川路一段142號,1,21.0,後埔派出所,,121.459867,25.003656
公寓,D102000033,福德里,新北市板橋區實踐路123號,1,25.0,後埔派出所,,121.464186,25.004933
公寓,D102000034,福德里,新北市板橋區重慶路139巷20號,1,188.0,後埔派出所,,121.463115,25.004471
公寓,D102000035,廣德里,新北市板橋區重慶路245巷53號,1,80.0,後埔派出所,,121.465249,25.001015
公寓,D102000036,廣德里,新北市板橋區重慶路245巷50弄51號,1,68.0,後埔派出所,,121.4653189,24.9996824
公寓,D102000037,福星里,新北市板橋區光明街7號,1,36.0,後埔派出所,,121.460272,25.002605
公寓,D102000038,華貴里,新北市板橋區貴興路127號,1,61.0,後埔派出所,,121.455372,25.002168
公寓,D102000039,福星里,新北市板橋區忠孝路106-114號,1,516.0,後埔派出所,,121.4621,25.002075
公寓,D102000040,福星里,新北市板橋區四川路一段187號,1,100.0,後埔派出所,,121.460756,25.003833
公寓,D102000041,福星里,新北市板橋區四川路一段221號,1,24.0,後埔派出所,,121.460123,25.003256
公寓,D102000042,景星里,新北市板橋區景福路39號,1,80.0,後埔派出所,,121.46178,25.005616
公寓,D102000043,景星里,新北市板橋區中山路一段28號,1,40.0,後埔派出所,,121.46047,25.008438
公寓,D102000044,景星里,新北市板橋區館前東路64號,1,21.0,後埔派出所,,121.461205,25.007244
大樓,D102000045,景星里,新北市板橋區中山路一段22號,1,246.0,後埔派出所,,121.460207,25.008095
大樓,D102000046,鄉雲里,新北市板橋區中山路一段5-7號,1,72.0,後埔派出所,,121.4598647,25.0082523
公寓,D102000047,鄉雲里,新北市板橋區四川路一段266號,1,36.0,後埔派出所,,121.458878,25.001204
公寓,D102000048,福星里,新北市板橋區四川路一段287號,1,1498.0,後埔派出所,,121.458939,25.000684
公寓,D102000049,福星里,新北市板橋區重慶路163號,1,42.0,後埔派出所,,121.462692,25.002796
公寓,D102000050,景星里,新北市板橋區四川路一段87巷104-108號,1,226.0,後埔派出所,,121.46092,25.005837
公寓,D102000051,福星里,新北市板橋區四川路一段151號,1,260.0,後埔派出所,,121.46002,25.004252
大樓,D102000052,福星里,新北市板橋區重慶路191號,1,122.0,後埔派出所,,121.46289,25.002048
公寓,D102000053,後埔里,新北市板橋區館前東路96號,1,1654.0,後埔派出所,,121.462169,25.007412
公寓,D102000054,景星里,新北市板橋區成都街51-56號,1,153.0,後埔派出所,,121.4615,25.005051
公寓,D102000055,景星里,新北市板橋區館前東路29號,1,65.0,後埔派出所,,121.46071,25.007383
公寓,D102000056,景星里,新北市板橋區中山路一段46號,1,1578.0,後埔派出所,,121.46086,25.008888
公寓,D102000057,景星里,新北市板橋區重慶路112號,1,281.0,後埔派出所,,121.46206,25.005268
公寓,D102000058,景星里,新北市板橋區後埔街46-52號,1,142.0,後埔派出所,,121.460386,25.006404
公寓,D102000059,景星里,新北市板橋區後埔街41號,1,66.0,後埔派出所,,121.460583,25.006039
公寓,D102000060,景星里,新北市板橋區重慶路12巷5-9號,1,116.0,後埔派出所,,121.46068,25.007695
公寓,D102000061,福德里,新北市板橋區實踐路105號,1,152.0,後埔派出所,,121.464113,25.005334
公寓,D102000062,景星里,新北市板橋區中山路一段36號,1,93.0,後埔派出所,,121.460573,25.008595
大樓,D102000063,後埔里,新北市板橋區實踐路38-40號,1,141.0,後埔派出所,,121.4636,25.006798
公寓,D102000064,福星里,新北市板橋區重慶路189號,1,25.0,後埔派出所,,121.462867,25.002087
公寓,D102000065,福星里,新北市板橋區重慶路155巷11號,1,40.0,後埔派出所,,121.462754,25.004084
公寓,D102000066,廣德里,新北市板橋區忠孝路174巷39號,1,44.0,後埔派出所,,121.464595,25.001503
公寓,D102000067,福星里,新北市板橋區四川路一段185號,1,76.0,後埔派出所,,121.460633,25.003793
公寓,D102000068,福祿里,新北市板橋區民族路276巷42-46號,1,229.0,後埔派出所,,121.46944,25.005815
公寓,D102000069,福祿里,新北市板橋區民族路276巷15號,1,56.0,後埔派出所,,121.469656,25.005996
公寓,D102000070,華福里,新北市板橋區華興街60-74號,1,405.0,後埔派出所,,121.45773,25.004895
公寓,D102000071,廣德里,新北市板橋區忠孝路196巷17號,1,289.0,後埔派出所,,121.46546,25.002192
公寓,D102000072,後埔里,新北市板橋區實踐路32巷3-17號,1,706.0,後埔派出所,,121.4632,25.007069
公寓,D102000073,景星里,新北市板橋區重慶路60號,1,197.0,後埔派出所,,121.46171,25.007063
公寓,D102000074,華福里,新北市板橋區華興街76-90號,1,305.0,後埔派出所,,121.45716,25.005132
公寓,D102000076,大豐里,新北市板橋區忠孝路48巷4弄65號,1,61.0,後埔派出所,,121.460078,25.000377
公寓,D102000077,福星里,新北市板橋區忠孝路48巷4號,1,292.0,後埔派出所,,121.460701,25.001651
公寓,D102000078,鄉雲里,新北市板橋區大華街10-20號,1,602.0,後埔派出所,,121.4588,25.006253
大樓,D102000079,景星里,新北市板橋區中山路一段26號,1,312.0,後埔派出所,,121.46043,25.008378
公寓,D102000080,景星里,新北市板橋區成都街21號,1,100.0,後埔派出所,,121.460839,25.004942
公寓,D102000081,福德里,新北市板橋區實踐路106號,1,101.0,後埔派出所,,121.464029,25.004613
公寓,D102000082,景星里,新北市板橋區成都街25-27號,1,264.0,後埔派出所,,121.46089,25.004954
公寓,D102000083,大豐里,新北市板橋區大豐街13號,1,46.0,後埔派出所,,121.46253,25.001137
公寓,D102000084,景星里,新北市板橋區重慶路88巷10號,1,268.0,後埔派出所,,121.461604,25.006016
公寓,D102000085,福德里,新北市板橋區光明街132號,1,82.0,後埔派出所,,121.463638,25.003047
公寓,D102000086,景星里,新北市板橋區中山路一段2號,1,244.0,後埔派出所,,121.45967,25.007347
公寓,D102000087,大豐里,新北市板橋區重慶路278號,1,65.0,後埔派出所,,121.463053,24.999482
公寓,D102000088,福德里,新北市板橋區實踐路124號,1,85.0,後埔派出所,,121.464311,25.003121
大樓,D102000089,鄉雲里,新北市板橋區四川路一段188號,1,118.0,後埔派出所,,121.459644,25.002623
公寓,D102000090,福德里,新北市板橋區光明街142號,1,102.0,後埔派出所,,121.463862,25.003083
公寓,D102000091,後埔里,新北市板橋區重慶路93巷9-15號,1,282.0,後埔派出所,,121.46251,25.005855
公寓,D102000092,後埔里,新北市板橋區重慶路93巷17-31號,1,258.0,後埔派出所,,121.46274,25.005888
公寓,D102000093,福星里,新北市板橋區忠孝路24巷19號,1,34.0,後埔派出所,,121.460229,25.001237
公寓,D102000094,大豐里,新北市板橋區忠孝路48巷2弄5號,1,74.0,後埔派出所,,121.46058,25.000994
公寓,D102000095,景星里,新北市板橋區四川路一段87巷30號,1,60.0,後埔派出所,,121.460409,25.005
公寓,D102000096,景星里,新北市板橋區後埔街76-80號,1,188.0,後埔派出所,,121.4606354,25.00528137
大樓,D102000097,福星里,新北市板橋區忠孝路99號,1,36.0,後埔派出所,,121.46242,25.002342
公寓,D102000098,鄉雲里,新北市板橋區四川路一段140號,1,64.0,後埔派出所,,121.45986,25.003695
公寓,D102000099,景星里,新北市板橋區四川路一段87巷30號,1,104.0,後埔派出所,,121.460409,25.005
大樓,D102000100,福星里,新北市板橋區忠孝路101-103號,1,37.0,後埔派出所,,121.46248,25.002351
大樓,D102000101,後埔里,新北市板橋區實踐路36號,1,198.0,後埔派出所,,121.46358,25.006875
公寓,D102000102,大豐里,新北市板橋區仁愛路9號,1,105.0,後埔派出所,,121.4586,24.999567
公寓,D102000103,大豐里,新北市板橋區四川路一段325巷4弄4號,1,108.0,後埔派出所,,121.459407,25.000084
公寓,D102000104,景星里,新北市板橋區後埔街54-60號,1,333.0,後埔派出所,,121.46048,25.005856
大樓,D102000105,後埔里,新北市板橋區重慶路95號,1,89.0,後埔派出所,,121.46214,25.005649
公寓,D102000106,大豐里,新北市板橋區大豐街103號,1,28.0,後埔派出所,,121.461347,25.001154
公寓,D102000107,景星里,新北市板橋區景福路48號,1,32.0,後埔派出所,,121.461882,25.005778
大樓,D102000108,景星里,新北市板橋區重慶路104號,1,316.0,後埔派出所,,121.461985,25.005634
大樓,D102000109,福星里,新北市板橋區忠孝路61-63號,1,358.0,後埔派出所,,121.46152,25.002186
