類別,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,D601000003,百福里,新北市新店區三民路143巷28弄1號,1,1537.0,碧潭派出所,,121.5333,24.971748
大樓,D601000004,百福里,新北市新店區福園街5巷6號,1,677.0,碧潭派出所,,121.533366,24.972475
大樓,D601000006,百福里,新北市新店區福園街5巷7號之33,1,1702.0,碧潭派出所,,121.533774,24.972756
大樓,D601000007,中華里,新北市新店區三民路31號,1,1456.0,碧潭派出所,,121.537932,24.970355
大樓,D601000009,文明里,新北市新店區檳榔路22巷2號,1,177.0,碧潭派出所,,121.541093,24.964148
大樓,D601000012,國校里,新北市新店區國校路45號,1,362.0,碧潭派出所,,121.537967,24.955135
大樓,D601000013,文中里,新北市新店區文中路38號,1,3518.0,碧潭派出所,,121.539151,24.956748
公寓,D601000019,文中里,新北市新店區文中路53巷10號,1,559.0,碧潭派出所,,121.540431,24.956918
大樓,D601000020,福德里,新北市新店區百忍街66巷11號,1,399.0,碧潭派出所,,121.533181,24.977186
大樓,D601000021,福德里,新北市新店區中正路409巷25號,1,303.0,碧潭派出所,,121.533638,24.976663
大樓,D601000026,新生里,新北市新店區中正路68號,1,1246.0,碧潭派出所,,121.544165,24.970241
大樓,D601000031,新德里,新北市新店區北新路1段351號,1,202.0,碧潭派出所,,121.541816,24.969321
大樓,D601000033,福德里,新北市新店區中央路1巷224號,1,452.0,碧潭派出所,,121.529555,24.973016
公寓,D601000035,福德里,新北市新店區百忍街1號之1,1,59.0,碧潭派出所,,121.535028,24.975486
大樓,D601000037,國校里,新北市新店區北宜路1段140巷6號,1,126.0,碧潭派出所,,121.539756,24.954385
公寓,D601000038,五峰里,新北市新店區五峰路61巷5號,1,974.0,碧潭派出所,,121.548779,24.96974
大樓,D601000039,中正里,新北市新店區中正路275巷17號,1,174.0,碧潭派出所,,121.537303,24.973589
公寓,D601000040,國校里,新北市新店區國校路49巷112號,1,3737.0,碧潭派出所,,121.538611,24.954892
大樓,D601000041,文明里,新北市新店區光明街140號,1,473.0,碧潭派出所,,121.53938,24.961407
大樓,D601000042,新生里,新北市新店區環河路12號,1,910.0,碧潭派出所,,121.538052,24.961944
大樓,D601000043,長春里,新北市新店區新坡一街18巷68弄119號,1,144.0,碧潭派出所,,121.549879,24.960912
大樓,D601000044,長春里,新北市新店區新坡一街18巷35弄224號,1,722.0,碧潭派出所,,121.550033,24.962032
大樓,D601000045,長春里,新北市新店區新坡一街18巷24弄524號,1,1132.0,碧潭派出所,,121.549234,24.960816
大樓,D601000046,長春里,新北市新店區新坡一街18巷24弄136號,1,788.0,碧潭派出所,,121.549117,24.961155
大樓,D601000047,長春里,新北市新店區新坡一街20號,1,788.0,碧潭派出所,,121.548979,24.961854
大樓,D601000048,長春里,新北市新店區新坡一街18巷57弄28號,1,398.0,碧潭派出所,,121.549578,24.960569
大樓,D601000049,長春里,新北市新店區新坡一街18巷13弄116號,1,1021.0,碧潭派出所,,121.549441,24.961989
大樓,D601000050,中興里,新北市新店區中興路1段253號,1,432.0,碧潭派出所,,121.543996,24.966375
大樓,D601000051,國校里,新北市新店區北宜路1段80-82號,1,252.0,碧潭派出所,,121.543428,24.95294
大樓,D601000052,中正里,新北市新店區中正路265巷214號,3,1739.0,碧潭派出所,,121.537818,24.973941
大樓,D601000053,新生里,新北市新店區北新路1段88巷11號,1,233.0,碧潭派出所,,121.543015,24.967275
大樓,D601000054,新德里,新北市新店區中華路53號,1,188.0,碧潭派出所,,121.539943,24.96794
大樓,D601000055,國校里,新北市新店區國校路67號,1,1001.0,碧潭派出所,,121.53894,24.954563
公寓,D601000056,中興里,新北市新店區中興路1段302號,2,1438.0,碧潭派出所,,121.546371,24.969589
大樓,D601000057,五峰里,新北市新店區中正路37號,1,316.0,碧潭派出所,,121.5449,24.969626
大樓,D601000058,中華里,新北市新店區中華路125號之1,2,2797.0,碧潭派出所,,121.538812,24.968154
大樓,D601000059,中興里,新北市新店區中興路1段289號,1,454.0,碧潭派出所,,121.545482,24.9688
大樓,D601000060,中正里,新北市新店區三民路2號,1,1331.0,碧潭派出所,,121.539703,24.972594
大樓,D601000061,張北里,新北市新店區德正街27巷22-26號,1,1827.0,碧潭派出所,,121.545863,24.971672
大樓,D601000062,新店里,新北市新店區新店路19-22號,1,712.0,碧潭派出所,,121.537173,24.95492
大樓,D601000063,新店里,新北市新店區新店路82號,1,106.0,碧潭派出所,,121.537324,24.954036
大樓,D601000064,中正里,新北市新店區三民路18號,1,1102.0,碧潭派出所,,121.53907,24.97177
大樓,D601000065,國校里,新北市新店區國校路69號,1,474.0,碧潭派出所,,121.538685,24.952753
大樓,D601000066,新店里,新北市新店區新店路66號,1,286.0,碧潭派出所,,121.537412,24.953706
大樓,D601000067,新店里,新北市新店區新店路82號,1,205.0,碧潭派出所,,121.537324,24.954036
大樓,D601000068,新店里,新北市新店區新店後街52-54號,1,276.0,碧潭派出所,,121.538426,24.953439
公寓,D601000069,新店里,新北市新店區新店路155號,1,132.0,碧潭派出所,,121.53703,24.95504
大樓,D601000070,福民里,新北市新店區中央路101號,3,2209.0,碧潭派出所,,121.531199,24.97488
大樓,D601000071,長春里,新北市新店區新坡一街82號,2,2777.0,碧潭派出所,,121.548377,24.9626
大樓,D601000072,建國里,新北市新店區中正路284巷4弄3號,1,190.0,碧潭派出所,,121.538418,24.974819
大樓,D601000073,張南里,新北市新店區北宜路1段60-72號,1,1253.0,碧潭派出所,,121.543428,24.95294
大樓,D601000074,長春里,新北市新店區新坡一街101號,1,4432.0,碧潭派出所,,121.547639,24.962759
公寓,D601000075,文中里,新北市新店區文中路40號,1,895.0,碧潭派出所,,121.539808,24.95645
大樓,D601000076,長春里,新北市新店區新坡一街1號,3,3591.0,碧潭派出所,,121.549154,24.962469
大樓,D601000077,百和里,新北市新店區中正路418巷4號,1,245.0,碧潭派出所,,121.534597,24.977975
大樓,D601000078,中正里,新北市新店區中華路74號,3,7932.0,碧潭派出所,,121.538783,24.969834
大樓,D601000079,建國里,新北市新店區中正路284巷4弄3號之6,1,326.0,碧潭派出所,,121.538418,24.974819
大樓,D601000080,長春里,新北市新店區新坡一街102號,2,1237.0,碧潭派出所,,121.548581,24.963533
大樓,D601000081,文中里,新北市新店區文中路38號,1,636.0,碧潭派出所,,121.539151,24.956748
大樓,D601000082,新生里,新北市新店區北新路1段92號,2,8943.0,碧潭派出所,,121.542372,24.968144
公寓,D601000083,國校里,新北市新店區國校路75號,2,300.0,碧潭派出所,,121.538676,24.952425
大樓,D601000084,文中里,新北市新店區北宜路1段105巷4弄5號,4,842.0,碧潭派出所,,121.540114,24.955544
大樓,D601000085,新生里,新北市新店區環河路60號,1,674.0,碧潭派出所,,121.537132,24.962603
大樓,D601000086,中興里,新北市新店區中興路1段267號之1,1,606.0,碧潭派出所,,121.544867,24.967773
大樓,D601000087,中興里,新北市新店區中興路1段253號,1,531.0,碧潭派出所,,121.543996,24.966375
大樓,D601000088,五峰里,新北市新店區五峰路61巷16號,1,616.0,碧潭派出所,,121.549082,24.969418
大樓,D601000089,福德里,新北市新店區中正路409巷1號,1,165.0,碧潭派出所,,121.534094,24.977437
大樓,D601000090,新店里,新北市新店區新店後街6號之1,1,386.0,碧潭派出所,,121.538057,24.95296
大樓,D601000091,福民里,新北市新店區中央路139巷2弄1號,2,1226.0,碧潭派出所,,121.530524,24.973249
大樓,D601000092,百和里,新北市新店區中正路418巷26號,1,160.0,碧潭派出所,,121.534985,24.97853
大樓,D601000093,新德里,新北市新店區中華路3號,2,1117.0,碧潭派出所,,121.540793,24.967295
大樓,D601000094,張北里,新北市新店區寶橋路8號,1,3608.0,碧潭派出所,,121.546306,24.975488
公寓,D601000095,百和里,新北市新店區中正路434號,4,2963.0,碧潭派出所,,121.534315,24.978246
大樓,D601000096,福民里,新北市新店區中央路127巷4號,2,857.0,碧潭派出所,,121.530768,24.973881
大樓,D601000097,張南里,新北市新店區國校路6號之1,2,619.0,碧潭派出所,,121.538732,24.952667
大樓,D601000098,新店里,新北市新店區新店路159號,1,516.0,碧潭派出所,,121.536976,24.955248
大樓,D601000099,張南里,新北市新店區國校路11號,1,126.0,碧潭派出所,,121.537832,24.955837
大樓,D601000100,新店里,新北市新店區新店路62號,1,265.0,碧潭派出所,,121.537434,24.953613
大樓,D601000101,中興里,新北市新店區中興路1段226號之1,3,2038.0,碧潭派出所,,121.543154,24.965578
大樓,D601000102,新店里,新北市新店區新店路118號之8,1,360.0,碧潭派出所,,121.537169,24.954821
大樓,D601000103,福民里,新北市新店區中央路127巷1號,3,2871.0,碧潭派出所,,121.530858,24.973991
大樓,D601000104,五峰里,新北市新店區大新街7巷23號,1,290.0,碧潭派出所,,121.544287,24.967895
大樓,D601000105,張北里,新北市新店區寶橋路8號,1,1309.0,碧潭派出所,,121.546306,24.975488
公寓,D601000106,國校里,新北市新店區北宜路1段164號,2,488.0,碧潭派出所,,121.540383,24.953304
大樓,D601000107,百和里,新北市新店區中正路364號,1,3048.0,碧潭派出所,,121.540467,24.97199
大樓,D601000108,張南里,新北市新店區環河路17號,2,256.0,碧潭派出所,,121.53764,24.961285
大樓,D601000109,文中里,新北市新店區北宜路1段107號之1,3,936.0,碧潭派出所,,121.590177,24.951636
大樓,D601000110,福德里,新北市新店區中央路45號,2,1212.0,碧潭派出所,,121.532926,24.977522
大樓,D601000111,中興里,新北市新店區中興路1段168號,3,465.0,碧潭派出所,,121.542907,24.964296
大樓,D601000112,新店里,新北市新店區新店路129號,2,229.0,碧潭派出所,,121.537056,24.954423
大樓,D601000113,長春里,新北市新店區五峰路63巷8弄43號,1,166.0,碧潭派出所,,121.548943,24.968709
大樓,D601000114,中興里,新北市新店區檳榔路5巷6號,1,134.0,碧潭派出所,,121.541253,24.965056
大樓,D601000115,建國里,新北市新店區中正路248巷4弄1號,1,259.0,碧潭派出所,,121.538776,24.973008
